year,cluster,n,pct
2022,0,46,15.333333333333332
2022,1,11,3.6666666666666665
2022,2,118,39.33333333333333
2022,3,34,11.333333333333332
2022,4,91,30.333333333333336
2023,0,126,42.0
2023,1,3,1.0
2023,2,106,35.333333333333336
2023,3,50,16.666666666666664
2023,4,15,5.0
2024,0,68,22.666666666666664
2024,1,21,7.000000000000001
2024,2,155,51.66666666666667
2024,3,33,11.0
2024,4,23,7.666666666666666
